Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Valor de mercado actual (numérico),Fecha de fichaje,comprado_por,Pie bueno,understat_matches,understat_minutes,overallrating,potential,crossing,finishing,headingaccuracy,shortpassing,volleys,dribbling,curve,fk_accuracy,longpassing,ballcontrol,acceleration,sprintspeed,agility,reactions,balance,shotpower,jumping,stamina,strength,longshots,aggression,interceptions,positioning,vision,penalties,composure,defensiveawareness,standingtackle,slidingtackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
alen-sherri,0.0,0,3,27,NULL,30/06/2027,1000000.0,24/07/2024,NULL,1.0,NULL,NULL,-1.2850737055140355,-1.6670173679548448,-1.9196725210611232,-1.8867415507617589,-2.272110666400652,-2.0249446466027057,-1.8912794065024987,-2.321540816163371,-1.7856250573670989,-1.7562193269454354,-1.7660029125183294,-2.378431014929941,-1.4581010296346362,-1.646170259563984,-0.9524646737459156,-0.7676715893617102,-2.0258978353043204,-1.1593193897719285,-0.827526106680448,-2.0082960377825545,-0.0128011414715706,-1.9242450968128373,-1.566787168285115,-2.073838321389033,2.328438414364326,-2.0101455122302885,-2.058038550474285,-1.193975291539782,-2.0743590055110066,-1.809962137357277,-1.6953896582810744,2.380550165258549,2.330387391788989,2.591185435934738,2.328438414364326,2.4128354479336145
giuseppe-ciocci,53.0,224,3,27,NULL,30/06/2027,100000.0,01/07/2021,NULL,1.0,NULL,NULL,-2.6698514054214,-2.2689542465494013,-2.1655960515533006,-2.0693247309469567,-2.3223608138352025,-2.900180057478702,-2.039064346095983,-2.661731768424717,-2.3780162605454613,-1.9130918550776204,-2.4285985544465056,-3.0412256030069247,-3.0317800399130537,-2.6432529694368587,-2.029304327500484,-2.203271057181575,-2.616765737804544,-2.024123267454521,-1.862561033926308,-2.0708530213829515,-0.3569178476966014,-2.1086468987639035,-2.347192913289655,-1.7697105884732345,1.9354486061474696,-1.9388178909621103,-2.29217973228575,-2.5632130111954954,-2.1185208632561827,-1.894914550683223,-1.738153573116307,2.0910081428880565,1.8798846282317423,1.8238320013891405,1.9354486061474696,2.176722462699565
Maduka Emilio Okoye,1.0,263,3,100,6.0,30/06/2028,7500000.0,24/08/2023,-0.5260479963943305,1.0,-0.1864164101716499,0.3809676248143581,-0.0733932180950914,0.1387932678288245,-2.0672266393564294,-2.114970525993256,-2.372610961269753,-1.9576188457660904,-2.088325992627144,-2.418738231095184,-2.131186592554477,-1.9130918550776204,-1.1696668347829708,-2.709828308968433,-2.900640122389852,-2.776197330753242,-2.298514240939125,-0.2456354192453958,-1.5663339111374803,-1.1593193897719285,-1.1098083595656825,-2.0708530213829515,0.5033739178659755,-2.2008477997394365,-2.0684765757880337,-1.6393701315093208,2.770551948608289,-1.9388178909621103,-2.175109141380018,-2.648790368673977,-1.721064143549599,-1.725009724031331,-1.6098618286106092,2.6700921876290407,2.730834292728764,2.591185435934738,2.770551948608289,2.837838821354904
daniele-padelli,53.0,224,3,100,14.0,30/06/2025,150000.0,01/07/2021,NULL,1.0,NULL,NULL,-1.6312681304908767,-2.670245498945772,-2.2639654637501714,-1.9323873458080585,-2.4228611087043044,-2.832854256642087,-1.8912794065024987,-2.6131330609588104,-2.131186592554477,-1.9653826977883488,-2.229819861868053,-2.544129661949188,-1.195821194588233,-1.9120589821967504,-1.8946993707811624,-1.2897077594780246,-2.485461759471161,-1.866886198784959,-2.050749202516464,-2.321080955784539,-2.077501378821756,-1.970345547300604,-2.848882320792574,-1.8566042264491769,2.5740570444998614,-2.295455997303,-1.7068267777570896,0.0896850706374493,-2.0743590055110066,-1.894914550683223,-1.7809174879515397,2.139265146616472,2.380443254406461,1.97730268829826,2.5740570444998614,2.0822772686059454
wladimiro-falcone,53.0,224,3,99,NULL,30/06/2028,4000000.0,27/07/2023,-0.2937291313487425,1.0,1.4670633006040237,2.03648276338736,0.965190056835432,0.33943889402701,-1.9688572271595584,-1.5215751903913637,-2.272110666400652,-2.900180057478702,-1.7434944669090149,-2.4673369385610906,-1.9830887917598865,-1.860801012366892,-2.4285985544465056,-2.599362544288936,-2.70393024610505,-2.6432529694368587,-2.231211762579465,-0.506653504303553,-2.0258978353043204,-0.7662267180980222,-1.297996528155839,-2.446194922985333,-0.6150053773653745,-1.5554414929107054,-2.681652518291601,-2.073838321389033,2.868799400662504,-2.0101455122302885,-1.2970797095870277,-2.049748866324603,-2.162682721001359,-1.937390757346196,-1.6098618286106092,3.1526622249131946,3.081225331051067,2.9492837053893504,2.868799400662504,3.121174403635763
stefano-turati,53.0,224,3,4,NULL,30/06/2025,7500000.0,23/08/2024,-0.1001300771440858,1.0,0.7862187138140405,1.3093545456611786,-0.0733932180950914,0.740730146423381,-2.2639654637501714,-1.9323873458080585,-2.272110666400652,-2.967505858315317,-2.039064346095983,-2.7589291833565297,-2.2299184597508708,-1.808510169656164,-2.8261559396034115,-2.599362544288936,-1.982660699727442,-2.443836427462284,-1.3562795439038786,-0.8981806318907889,-1.960245846137629,-1.0020823211023655,-1.5802787810410734,-2.321080955784539,-1.3032387898154365,-2.15474734925167,-1.9569900407873853,-1.900051045437148,2.770551948608289,-1.2968692995485087,-1.99950325502142,-3.761296015894244,-1.9860352900206548,-1.809962137357277,-1.6953896582810744,2.766606195085872,2.680778430111292,2.7446561228438577,2.770551948608289,2.837838821354904
semuel-pizzignacco,53.0,224,3,4,NULL,30/06/2027,800000.0,03/02/2025,-0.6189755424125657,1.0,NULL,NULL,-1.458170918002456,-0.4631436107657319,-1.3294560478798976,-1.8867415507617589,-1.920359634358796,-1.5536640407464,-1.6449711738466917,-1.8841524489702115,-1.2425997877869333,-1.1810200571274243,-1.3684455273614238,-1.7156364268529585,-2.0482306584890426,-2.443836427462284,-1.6254894573425207,-1.5507258445361818,-1.10676998697064,-1.2379379241067094,-1.1098083595656825,-2.946650791788508,-0.3569178476966014,-1.5554414929107054,-2.124219843288358,-1.7697105884732345,2.1810672362830053,-2.0101455122302885,-0.9458679368698316,-2.2209035812815667,-1.8977115745303028,-1.5551048973794386,-1.6526257434458418,2.428807168986964,2.330387391788989,2.488871644661992,2.1810672362830053,2.4600580449804244
lorenzo-montipo,53.0,224,3,45,NULL,30/06/2026,3000000.0,01/07/2022,-0.3324489421896738,1.0,1.369799788205455,1.9390995199418888,0.2728012068817497,-0.0618523583693609,-2.0672266393564294,-1.475929395345064,-2.0711100766624484,-3.169483260825163,-1.4971862342532076,-2.175744693765651,-1.9337228581616897,-1.703928484234707,-2.627377247024959,-2.599362544288936,-1.7859508234426398,-1.5132258982476008,-1.3562795439038786,0.1458917083418399,-1.0411179978039486,-1.0807008554371471,-1.2039024438607608,-2.0082960377825545,-1.2172096132591783,-1.8320441958373044,-1.7897602382864124,-1.6393701315093208,2.770551948608289,-1.6535074058893986,-1.2970797095870277,-2.5632130111954954,-1.9860352900206548,-1.5975811040424115,-1.823681402786772,2.766606195085872,2.730834292728764,2.642342331571111,2.770551948608289,3.026729209542143
simone-perilli,53.0,224,3,45,NULL,-,200000.0,03/08/2022,-0.6654393154216833,1.0,-2.1316866581430305,-1.5666972440950555,-1.2850737055140355,-2.068308620351216,-1.9196725210611232,-1.6128667804839625,-2.3223608138352025,-2.900180057478702,-1.6942328203778532,-2.418738231095184,-1.9830887917598865,-1.5993467988132506,-2.362338990253688,-2.599362544288936,-1.3925310708730354,-1.5132258982476008,-2.029304327500484,-0.3761444617744744,-0.5815540736371082,-1.5524120614458343,-1.0157142752706043,-2.321080955784539,-0.3569178476966014,-1.693742844374005,-2.1799631107886825,-1.4221360365694646,2.3775621403914333,-3.436697937593847,-1.4726855959456255,-1.193975291539782,-1.323607423843015,-1.7674859306943038,-1.524333998940144,2.380550165258549,2.4805549796414046,2.233087166480126,2.3775621403914333,2.176722462699565
alessandro-berardi,53.0,224,3,45,NULL,30/06/2025,50000.0,14/12/2018,NULL,1.0,NULL,NULL,-2.1505597679561386,-3.2721823775403287,-2.116411345454865,-1.9323873458080585,-2.372610961269753,-2.6308768541322416,-1.447924587722046,-2.5645343534929035,-1.9830887917598865,-1.703928484234707,-2.0310411692896,-2.544129661949188,-1.1302512358266326,-1.114392814298451,-2.096606805860144,-1.5507258445361818,-1.3037259544707145,-1.866886198784959,-1.3920906124509171,-1.3827262017785855,-1.2172096132591783,-1.601541943398472,-2.2357063782890068,-1.509029674545407,2.230190962310112,-0.5835930868667294,-1.7068267777570896,-1.279552649018264,-1.9418734322754787,-1.5975811040424115,-1.5670979137753769,2.0910081428880565,2.0300522160841576,1.97730268829826,2.230190962310112,2.176722462699565
nicola-leali,53.0,224,3,44,6.0,30/06/2026,1500000.0,05/07/2023,-0.6112315802443794,1.0,-2.0344231457444617,-1.4714780727261512,-0.5926848555603532,-1.4663717417566593,-2.116411345454865,-1.79544996066916,-2.372610961269753,-3.708089667518084,-1.5957095273155304,-2.4673369385610906,-1.8843569245634928,-1.5993467988132506,-3.2899728889531348,-2.4336638972696902,-2.244940534773845,-2.3773642468040923,-2.1639092842198044,-0.8981806318907889,-2.157201813637704,-1.5524120614458343,-1.297996528155839,-2.5087519065857293,-0.3569178476966014,-1.693742844374005,-1.8455035057867368,-1.3352423985935222,2.328438414364326,-2.0101455122302885,-1.99950325502142,-0.6805111466688893,-1.5444167125688952,-1.8524383440202496,-1.481570084104911,2.766606195085872,2.680778430111292,2.233087166480126,2.328438414364326,2.5545032390740445
Benjamin Kevin Siegrist,86.0,335,3,44,NULL,30/06/2025,650000.0,28/01/2025,-0.6305914856648451,1.0,0.3971646642197643,-0.341832448758691,-0.9388792805371944,-1.8676629941530305,-2.2639654637501714,-1.8867415507617589,-2.3223608138352025,-3.438786464171624,-1.792756113440176,-2.515935646026997,-1.9830887917598865,-1.860801012366892,-2.693636811217776,-2.599362544288936,-2.179370576012244,-2.3108920661459003,-2.298514240939125,-0.506653504303553,-2.2885057919710867,-1.7096491301153969,-1.2039024438607608,-2.0708530213829515,-0.0128011414715706,-1.9242450968128373,-1.3995573657841422,-1.2483487606175796,2.672304496554076,-1.011558814475797,-1.1214738232284296,-2.477635653717013,-1.5444167125688952,-1.894914550683223,-1.7809174879515397,2.428807168986964,2.4805549796414046,2.1307733752073794,2.672304496554076,2.3656128508868046
daniele-sommariva,53.0,224,3,44,NULL,30/06/2025,100000.0,05/07/2023,-0.6731832775898695,1.0,-2.1316866581430305,-1.6619164154639603,-2.1505597679561386,-2.670245498945772,-2.0672266393564294,-1.5672209854376629,-1.9706097817933463,-2.4962252524590114,-1.4971862342532076,-2.4673369385610906,-1.7856250573670989,-1.4424742706810658,-2.627377247024959,-2.709828308968433,-1.7859508234426398,-1.5796980789057924,-1.962001849140823,-1.8117439295943392,-0.4502500953037253,-1.4737935271110532,-1.4861846967459953,-2.258523972184142,-1.045151260146663,-1.693742844374005,-2.012733308287709,-1.5959233125213494,2.033696058201684,-3.0087322099847795,-1.7653620732099555,-3.418986585980316,-1.5444167125688952,-1.6825335173683578,-1.481570084104911,2.2357791540733025,1.9299404908492144,2.284244062116499,2.033696058201684,2.3656128508868046
jacopo-seghetti,53.0,224,3,33,NULL,-,1000000.0,01/07/2024,-0.6693112965057764,1.0,0.7862187138140405,-0.3515707731032381,-0.7657820680487738,0.1387932678288245,0.4903780777622149,0.6694229718310086,-0.2118546215840664,0.3987841835154382,0.4732796269932489,0.3999868019273976,0.1890122865607762,0.5968685950373368,0.4868222700374697,0.383213102057488,0.1811479394053818,-0.1173101044255762,0.460887371806955,-0.2456354192453958,0.4032257638632638,0.4130512969236958,-1.297996528155839,0.3688693390325271,-1.3032387898154365,0.5190787790387877,0.2727406592255868,0.4460771799132983,-0.1768716130181332,0.201010747083228,-0.0093032096239753,-0.1670470017979968,0.0895720240026155,0.1864195758024562,0.1862225944691595,-0.4183560509895422,-0.6229085026418513,-0.3247576153385333,-0.1768716130181332,-0.2788525837345488
marco-silvestri,53.0,224,3,33,NULL,30/06/2025,500000.0,30/01/2025,-0.6422074289171245,1.0,-0.575470459765926,-0.0085653489675246,-0.0733932180950914,-0.8644348631621029,-2.214780757651736,-1.475929395345064,-2.3223608138352025,-3.102157459988548,-1.3986629411908846,-2.224343401231557,-1.9830887917598865,-1.9130918550776204,-2.8261559396034115,-2.599362544288936,-0.6056915657338268,-0.4496710077165344,-0.0775324550703289,-0.2456354192453958,-2.0258978353043204,-1.6310305957806157,-0.5452438537952135,-2.0708530213829515,-0.78706373047789,-1.7398432948617717,-1.7897602382864124,-1.9434978644251195,2.8196756746353966,-1.1542140570121528,-2.058038550474285,-2.049748866324603,-2.0743590055110066,-1.6400573107053846,-1.6098618286106092,2.718349191357456,2.830946017963708,2.1819302708437527,2.8196756746353966,2.743393627261284
federico-brancolini,53.0,224,3,33,NULL,30/06/2027,200000.0,07/08/2024,-0.6654393154216833,1.0,NULL,NULL,-3.0160458303982414,-2.2689542465494013,-2.116411345454865,-2.0693247309469567,-2.4228611087043044,-2.6308768541322416,-1.9898026995648217,-2.856126598288343,-2.08182065895628,-1.9130918550776204,-2.362338990253688,-3.096458485346673,-3.0317800399130537,-2.3773642468040923,-2.4331191976584465,-3.247343397414204,-2.551113748637853,-1.3951749927762718,-2.333031455401699,-2.821536824587714,-0.8730929070341477,-2.15474734925167,-2.012733308287709,-2.073838321389033,2.082819784228791,-1.7961626484257545,-1.9409679595685536,-3.675718658415762,-2.2068445787465345,-1.979866964009169,-1.823681402786772,1.7049521130607337,2.0801080787016297,2.3865578533892453,2.082819784228791,1.798941686325086
jacopo-seghetti,53.0,224,3,33,NULL,-,1000000.0,01/07/2024,-0.6693112965057764,1.0,0.7862187138140405,-0.3515707731032381,-2.323656980444559,-0.0618523583693609,-2.313150169848607,-2.114970525993256,-2.4228611087043044,-3.102157459988548,-1.9898026995648217,-2.6131330609588104,-2.2299184597508708,-1.703928484234707,-2.759896375410594,-2.985992720667176,-2.1138006172506434,-2.177947704829517,-2.298514240939125,-2.464289142239732,-1.631985900304172,-1.7096491301153969,-2.5212196239918554,-2.821536824587714,-1.8194138491529823,-2.15474734925167,-2.904625588292898,-1.9434978644251195,2.328438414364326,-2.9374045887166016,-2.29217973228575,-3.076677156066388,-1.9860352900206548,-1.7674859306943038,-1.7809174879515397,2.0910081428880565,2.0300522160841576,2.1307733752073794,2.328438414364326,1.893386880418706
