Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Valor de mercado actual (numérico),Fecha de fichaje,comprado_por,Pie bueno,understat_matches,understat_minutes,overallrating,potential,crossing,finishing,headingaccuracy,shortpassing,volleys,dribbling,curve,fk_accuracy,longpassing,ballcontrol,acceleration,sprintspeed,agility,reactions,balance,shotpower,jumping,stamina,strength,longshots,aggression,interceptions,positioning,vision,penalties,composure,defensiveawareness,standingtackle,slidingtackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Rui Pedro dos Santos Patrício,72.0,292,3,13,7.0,30/06/2025,1000000.0,27/08/2024,-0.6034876180761931,2.0,0.9807457386111784,-0.8493073507134217,0.0997039943933291,-0.6637892369639175,-2.214780757651736,-1.84109575571546,-2.372610961269753,-2.294247849949166,-1.5957095273155304,-2.127145986299744,-2.279284393349068,-1.6516376415239788,-2.0310411692896,-2.3231981325901927,-0.9335413595418304,-0.715559730349301,-0.346742368508971,-0.2456354192453958,-0.7128580519704912,-0.7662267180980222,-0.0747734323198225,-1.3827262017785855,0.675432270978491,-1.970345547300604,-1.4553006332844665,-1.4221360365694646,2.770551948608289,0.0583555045468721,-1.1214738232284296,-0.1670470017979968,-1.8093878590399508,-1.8524383440202496,-1.823681402786772,2.863120202542702,2.8810018805811795,2.9492837053893504,2.770551948608289,2.6489484331676643
francesco-rossi,53.0,224,3,13,NULL,30/06/2025,100000.0,01/08/2009,NULL,1.0,-2.1316866581430305,-1.6608343794256777,-2.323656980444559,-3.472828003738514,-1.870487814962688,-1.8867415507617589,-2.2218605189661007,-3.438786464171624,-1.5957095273155304,-2.0785472788338377,-1.6868931901707052,-1.3378925852596093,-3.3562324531459526,-2.6545954266286844,-2.966210081151453,-3.1085582340442,-0.750557238666934,-3.116834354885125,-1.631985900304172,-1.4737935271110532,-3.5562545512377155,-2.821536824587714,-3.367939027165621,-1.9242450968128373,-2.7373957857919256,-1.2483487606175796,2.082819784228791,-2.9374045887166016,-2.175109141380018,-2.2209035812815667,-1.5444167125688952,-1.6825335173683578,-1.6098618286106092,2.187522150344887,2.230275666554045,2.335400957752872,2.082819784228791,2.0822772686059454
Χρήστος Μανδάς,38.0,186,3,83,NULL,30/06/2029,5000000.0,01/09/2023,-0.6034876180761931,1.0,-1.3535785589544784,-0.8839325039384779,-0.4195876430719326,0.740730146423381,-2.2639654637501714,-2.0236789359006573,-2.4228611087043044,-2.5635510532956265,-2.039064346095983,-2.515935646026997,-2.180552526152674,-1.860801012366892,-2.8261559396034115,-2.709828308968433,-2.966210081151453,-2.842669511411433,-1.827396892421502,-1.5507258445361818,-2.0258978353043204,-1.0020823211023655,-2.615313708286933,-2.758979840987317,-2.077501378821756,-2.246948250227203,-2.458679448290304,-1.8131574074612056,2.5249333184727543,-2.509438861107534,-1.9409679595685536,-3.1622545135448696,-2.2068445787465345,-1.979866964009169,-1.7809174879515397,2.766606195085872,2.6307225674938204,2.7446561228438577,2.5249333184727543,2.837838821354904
ivan-provedel,53.0,224,3,83,14.0,30/06/2027,7000000.0,08/08/2022,-0.4098885638715365,1.0,0.6889552014154714,1.2574168158235943,1.4844816943006938,0.9413757726215664,-1.7721184027658168,-1.6128667804839625,-1.769609192055143,-0.4764512273605582,-1.6942328203778532,-2.321540816163371,-2.131186592554477,-1.808510169656164,-0.440811628661977,-2.488896779609439,-1.523670988396237,-1.845586801538559,-1.8946993707811624,0.4069097933999971,-1.3693779436374058,-0.4517525807588974,-0.7334320223853699,-2.446194922985333,-1.1311804367029208,-1.5554414929107054,-2.012733308287709,-1.4655828555574355,3.26178920887936,-0.0129721167213058,-1.7068267777570896,0.0041077131589672,-1.4560929970785432,-1.4701524840534923,-1.3960422544344462,3.20091922864161,3.081225331051067,3.2050681835712163,3.26178920887936,3.168397000682573
alessio-furlanetto,53.0,224,3,83,NULL,30/06/2028,50000.0,01/07/2022,-0.6770552586739627,NULL,0.5916916890169024,0.941462292644956,-2.323656980444559,-1.6670173679548448,-2.116411345454865,-1.9780331408543577,-2.3223608138352025,-2.4962252524590114,-1.9898026995648217,-2.418738231095184,-1.9830887917598865,-1.860801012366892,-2.2960794260608703,-3.0412256030069247,-1.982660699727442,-1.646170259563984,-1.7600944140618415,-2.7253072272978893,-2.485461759471161,-1.7096491301153969,-1.7684669496312295,-2.383637939384936,-1.045151260146663,-2.1086468987639035,-2.291449645789331,-1.8131574074612056,1.837201154093256,-2.0101455122302885,-2.116573845927152,-3.1622545135448696,-1.8977115745303028,-1.809962137357277,-1.738153573116307,2.187522150344887,2.1301639413191014,2.079616479571006,1.837201154093256,2.223945059746375
alex-meret,53.0,224,3,84,14.0,30/06/2025,12000000.0,01/07/2019,NULL,2.0,0.7862187138140405,1.3374874826565368,1.311384481812273,1.1420213988197518,-2.0672266393564294,-1.6128667804839625,-1.9706097817933463,-2.5635510532956265,-1.3986629411908846,-2.321540816163371,-1.7856250573670989,-1.3901834279703376,-2.4948581186393235,-2.3231981325901927,-1.720380864681039,-1.3138093562730258,-1.3562795439038786,0.798436920987233,-1.10676998697064,-0.7662267180980222,-0.6393379380902917,-2.383637939384936,-0.3569178476966014,-1.693742844374005,-2.291449645789331,-1.4655828555574355,3.26178920887936,-2.723421724912068,-1.7653620732099555,-0.0814696443195147,-1.9860352900206548,-1.5126286907164657,-1.7809174879515397,3.0561482174563634,3.081225331051067,2.898126809752977,3.26178920887936,3.168397000682573
Scott Paul Carson,46.0,196,3,54,7.0,30/06/2025,200000.0,20/07/2021,NULL,1.0,0.8834822262126095,0.3495885797041508,0.965190056835432,0.33943889402701,0.4411933716637795,1.2171725123866015,1.1448993591488068,0.6680873868618987,1.310727618022993,0.7887764616546502,0.6333056889445482,0.6491594377480651,1.2156774761584637,0.7698432784357282,-0.9335413595418304,-0.3167266464001511,-0.750557238666934,1.1899640485744687,-1.1724219761373316,1.5923293119454138,0.9602614949260374,0.994439175036496,1.1916073303160373,1.1644850858675189,1.4990925442327214,1.0543326457448956,-0.3733665171265614,0.7716317172286516,0.5175144494518188,0.6887265729868239,0.9286473211609588,0.993467502398944,0.955973061503346,-0.4183560509895422,-0.5728526400243794,-0.5805420935203993,-0.3733665171265614,-0.3260751807813587
simone-scuffet,53.0,224,3,84,3.0,30/06/2025,2000000.0,07/01/2025,-0.5260479963943305,1.0,0.7862187138140405,1.354800059269065,-0.4195876430719326,-0.8644348631621029,-1.821303108864252,-1.475929395345064,-2.020859929227897,-2.294247849949166,-1.3986629411908846,-2.418738231095184,-1.7856250573670989,-1.3378925852596093,-1.7660029125183294,-2.488896779609439,-1.1302512358266326,-1.1808649949566423,-0.4140448468686315,-0.3761444617744744,-1.3037259544707145,-1.3951749927762718,-0.5452438537952135,-1.69551111978057,-0.3569178476966014,-1.7398432948617717,-1.566787168285115,-1.5524764935333784,2.6231807705269685,-2.0101455122302885,-1.9409679595685536,-0.5949337891904073,-1.765226001294775,-1.3852000707275465,-1.524333998940144,2.6218351839006253,2.6307225674938204,2.3865578533892453,2.6231807705269685,2.696171030214474
"Nikita Contini Baranovskiy , Нікіта Контіні-Барановський",90.0,235,3,84,NULL,30/06/2025,400000.0,01/07/2015,NULL,1.0,-2.1316866581430305,-1.6467679109279982,-1.2850737055140355,-1.8676629941530305,-1.9688572271595584,-1.704158370576561,-1.9706097817933463,-2.832854256642087,-1.792756113440176,-2.3701395236292773,-1.8843569245634928,-1.5470559561025223,-2.759896375410594,-2.599362544288936,-1.3269611121114349,-1.247337175614834,-1.827396892421502,-1.1591987169489462,-0.9098140194705656,-1.5524120614458343,-1.1098083595656825,-2.8840938081881107,-0.9591220835904054,-1.5554414929107054,-2.4029361807899794,-1.5959233125213494,2.279314688337219,-3.2227150737893133,-1.4726855959456255,-2.049748866324603,-1.8977115745303028,-1.809962137357277,-1.6526257434458418,2.428807168986964,2.4304991170239325,2.233087166480126,2.279314688337219,2.4128354479336145
Миле Свилар,11.0,320,3,8,NULL,30/06/2027,17000000.0,01/07/2022,-0.5260479963943305,1.0,-0.7699974845630642,-0.203331835858466,0.7920928443470114,0.740730146423381,-1.9196725210611232,-1.749804165622861,-1.819859339489694,-1.7556414432562453,-1.5957095273155304,-1.8355537415043048,-1.6375272565725083,-1.3378925852596093,-1.3684455273614238,-2.157499485570947,-0.4745516482106253,-0.8485040916656843,-0.0102299767106684,0.2764007508709185,-0.7128580519704912,-0.7662267180980222,-0.0747734323198225,-2.195966988583745,-0.7010345539216323,-1.6476423938862383,-1.9569900407873853,-1.8566042264491769,2.967046852716717,-0.7262483294030853,-0.8287973459640995,-1.7074394364106744,-1.8977115745303028,-1.4276762773905194,-1.524333998940144,2.9113772062711174,2.9310577431986515,2.898126809752977,2.967046852716717,3.073951806588953
pierluigi-gollini,53.0,224,3,8,6.0,30/06/2027,1000000.0,24/01/2025,-0.4873281855533991,1.0,-1.5481055837516164,-0.9823977834222316,-0.0733932180950914,-0.6637892369639175,-1.9688572271595584,-1.749804165622861,-1.9706097817933463,-2.4962252524590114,-1.4971862342532076,-2.224343401231557,-2.131186592554477,-1.703928484234707,-2.4948581186393235,-2.378431014929941,-1.3925310708730354,-1.3138093562730258,-0.6832547603072735,-0.2456354192453958,-0.8441620303038742,-1.0020823211023655,-0.5452438537952135,-1.69551111978057,-0.0988303180278283,-1.693742844374005,-2.458679448290304,-1.6393701315093208,2.770551948608289,-2.2241283760348223,-1.7653620732099555,-0.4237790742334431,-1.5444167125688952,-1.894914550683223,-1.481570084104911,2.718349191357456,2.730834292728764,2.7446561228438577,2.770551948608289,2.743393627261284
David de Gea Quintana,28.0,113,3,39,14.0,30/06/2025,5000000.0,09/08/2024,-0.2937291313487425,1.0,NULL,NULL,1.830676119277535,1.342667025017937,-1.9688572271595584,-1.79544996066916,-2.020859929227897,-1.890293044929476,-1.7434944669090149,-2.224343401231557,-1.736259123768902,-1.494765113391794,-1.5672242199398767,-1.9365679562119529,-1.3269611121114349,-1.5132258982476008,-0.4140448468686315,1.7120002186907832,-1.631985900304172,-1.0807008554371471,-1.4861846967459953,-2.321080955784539,-2.67970561471556,-1.9242450968128373,-2.681652518291601,-1.509029674545407,3.26178920887936,-1.7961626484257545,-1.2970797095870277,-1.964171508846121,-1.765226001294775,-1.725009724031331,-1.738153573116307,3.2491762323700253,2.9310577431986515,2.642342331571111,3.26178920887936,3.2628421947761925
pietro-terracciano,53.0,224,3,39,NULL,30/06/2026,1500000.0,07/07/2019,NULL,1.0,0.9807457386111784,1.5495665461600063,0.7920928443470114,0.1387932678288245,-2.1655960515533006,-1.8867415507617589,-2.1716103715315502,-2.765528455805472,-1.5957095273155304,-2.3701395236292773,-2.180552526152674,-1.860801012366892,-2.759896375410594,-2.488896779609439,-1.7859508234426398,-1.7126424402221756,-1.2216745871845576,-0.2456354192453958,-1.3037259544707145,-0.7662267180980222,-0.9216201909755262,-2.1334100049833484,-0.78706373047789,-1.970345547300604,-2.347192913289655,-1.7262637694852632,3.0161705787438247,-1.5108521633530427,-1.7068267777570896,-0.2526243592764789,-1.5444167125688952,-1.937390757346196,-1.481570084104911,3.007891213727948,2.981113605816123,2.898126809752977,3.0161705787438247,3.073951806588953
tommaso-martinelli,53.0,224,3,39,NULL,30/06/2029,1800000.0,01/07/2023,-0.6654393154216833,1.0,-2.1316866581430305,-1.5666972440950555,-1.2850737055140355,-0.0618523583693609,-2.214780757651736,-2.0236789359006573,-2.4228611087043044,-3.304134862498393,-2.088325992627144,-2.710330475890624,-2.08182065895628,-1.808510169656164,-2.958675067989047,-2.6545954266286844,-2.7695002048666506,-3.241502595360584,-2.365816719298786,-3.508361482472361,-2.8137217053046184,-1.3951749927762718,-1.4861846967459953,-3.0717647589893016,0.073228035084687,-2.246948250227203,-2.5701659832909525,-2.073838321389033,2.5249333184727543,-1.6535074058893986,-2.233644436832884,-2.2209035812815667,-2.162682721001359,-1.979866964009169,-1.7809174879515397,2.47706417271538,2.4805549796414046,2.3865578533892453,2.5249333184727543,2.4600580449804244
Вања Миликовић-Савић,28.0,322,3,94,6.0,30/06/2026,12000000.0,01/07/2017,NULL,1.0,1.2725362758068857,1.8417162764964183,0.6189956318585909,0.5400845202251955,-1.9196725210611232,-1.475929395345064,-2.3223608138352025,-2.4962252524590114,-1.5957095273155304,-2.3701395236292773,-0.0578173814302081,0.5968685950373368,-2.163560297675235,-2.709828308968433,-1.720380864681039,-1.5132258982476008,-1.8946993707811624,-0.3761444617744744,-1.7632898786375548,-0.2158969777545538,-0.5452438537952135,-2.1334100049833484,0.3313155647534601,-0.4029302307165425,-1.622530435785439,-1.509029674545407,2.917923126689611,-0.3696102230621955,-1.5897561868513577,-0.2526243592764789,-1.9418734322754787,-1.7674859306943038,-1.481570084104911,2.9596342099995328,2.9310577431986515,3.4096957661167093,2.917923126689611,2.837838821354904
antonio-donnarumma,53.0,224,3,94,NULL,30/06/2026,300000.0,14/08/2024,-0.6557593627114504,1.0,1.1752727634083169,0.6687892109976381,-1.6312681304908767,-2.670245498945772,-2.1655960515533006,-1.9323873458080585,-2.4228611087043044,-3.842741269191314,-1.8420177599713368,-2.175744693765651,-1.9830887917598865,-1.860801012366892,-3.42249201733877,-2.4336638972696902,-3.55633971000586,-3.0420860533860083,-2.4331191976584465,-1.2897077594780246,-1.960245846137629,-2.181360336124084,-1.5802787810410734,-3.0092077753889046,0.5033739178659755,-1.878144646325071,-2.5701659832909525,-1.9869446834130904,2.033696058201684,-2.1528007547666443,-1.7653620732099555,-0.4237790742334431,-1.632740428059247,-1.5975811040424115,-1.823681402786772,2.47706417271538,2.230275666554045,1.721518210116394,2.033696058201684,2.507280642027234
Łukasz Skorupski,71.0,289,3,19,NULL,30/06/2026,2500000.0,01/07/2018,NULL,1.0,0.8834822262126095,1.4521833027145357,0.7920928443470114,0.1387932678288245,-1.870487814962688,-1.8867415507617589,-2.4228611087043044,-2.226922049112551,-1.546447880784369,-2.224343401231557,-2.180552526152674,-1.494765113391794,-2.4285985544465056,-2.4336638972696902,-1.0646812770650318,-1.114392814298451,-1.2216745871845576,0.5374188359290758,-1.7632898786375548,-1.1593193897719285,-0.9216201909755262,-2.258523972184142,-0.9591220835904054,-1.785943745349538,-1.6782737032857638,-1.682816950497292,2.967046852716717,-2.2241283760348223,-1.7068267777570896,-0.8516658616258536,-1.632740428059247,-1.894914550683223,-1.7809174879515397,2.9596342099995328,2.9310577431986515,2.591185435934738,2.967046852716717,3.073951806588953
federico-ravaglia,53.0,224,3,19,NULL,30/06/2028,1000000.0,01/07/2017,-0.6460794100012176,1.0,-1.6453690961501857,-1.0819450989442685,-0.7657820680487738,-0.4631436107657319,-2.2639654637501714,-1.8867415507617589,-2.272110666400652,-1.6883156424196302,-1.94054105303366,-2.661731768424717,-2.08182065895628,-1.808510169656164,-2.0310411692896,-2.6545954266286844,-2.1138006172506434,-1.9120589821967504,-1.692791935702181,-1.5507258445361818,-2.0258978353043204,-1.2379379241067094,-2.1448432868115423,-1.5078401689793794,-1.8194138491529823,-2.062546448276137,-2.5144227157906283,-1.9869446834130904,2.5249333184727543,-3.0087322099847795,-1.882432664115688,-3.846873373372728,-1.8093878590399508,-1.8524383440202496,-1.8664453176220048,2.6218351839006253,2.4805549796414046,2.540028540298365,2.5249333184727543,2.696171030214474
nicola-bagnolini,53.0,224,3,19,NULL,30/06/2027,200000.0,01/07/2022,NULL,1.0,-2.1316866581430305,-1.6619164154639603,-2.4967541929329795,-1.0650804893602883,-2.362334875947042,-2.0236789359006573,-2.473111256138856,-2.4288994516223963,-2.039064346095983,-2.5645343534929035,-2.3286503269472645,-1.703928484234707,-2.2960794260608703,-2.709828308968433,-2.3760804522970465,-1.9785311628549425,-2.298514240939125,-2.333780099710653,-1.5663339111374803,-1.7096491301153969,-1.5802787810410734,-2.321080955784539,-0.184859494584086,-2.1086468987639035,-2.291449645789331,-2.030391502401062,1.7389537020390415,-2.2241283760348223,-1.9409679595685536,-3.247831871023352,-2.1185208632561827,-1.894914550683223,-1.7809174879515397,2.139265146616472,1.979996353466686,2.1307733752073794,1.7389537020390415,2.223945059746375
jean-butez,32.0,140,3,29,NULL,30/06/2028,3000000.0,07/01/2025,-0.3711687530306051,1.0,NULL,NULL,0.2728012068817497,-0.4631436107657319,-2.116411345454865,-1.3846378052524653,-1.920359634358796,-1.3516866382365549,-1.546447880784369,-1.6411589116406786,-2.131186592554477,-1.7562193269454354,0.2217840132661992,-1.9918008385517008,-0.9991113183034313,-1.5796980789057924,-1.962001849140823,0.1458917083418399,-0.7128580519704912,-0.5303711150936786,-0.4511497695001353,-1.5703971525797762,-0.6150053773653745,-1.970345547300604,-2.347192913289655,-1.682816950497292,2.8196756746353966,0.4863212321559398,-0.5946561641526354,-2.2209035812815667,-1.853549716785127,-1.894914550683223,-1.738153573116307,2.766606195085872,2.8810018805811795,3.10275439229847,2.8196756746353966,2.790616224308094
José Manuel Reina Páez,28.0,113,3,29,14.0,30/06/2025,600000.0,18/07/2024,-0.6344634667489382,1.0,-2.0344231457444617,-1.469314000649585,0.0997039943933291,-0.6637892369639175,-2.2639654637501714,-1.749804165622861,-2.272110666400652,-2.092270447439321,-1.8420177599713368,-2.6131330609588104,-2.2299184597508708,-1.9130918550776204,-1.5672242199398767,-2.4336638972696902,-1.5892409471578377,-1.247337175614834,-1.0870696304652363,-0.2456354192453958,-0.3189461169703423,-0.6876081837632411,-0.7334320223853699,-2.0708530213829515,0.073228035084687,-1.785943745349538,-1.734016970786088,-1.4655828555574355,2.868799400662504,0.1296831258150501,-1.5897561868513577,-0.338201716754961,-1.5444167125688952,-1.4701524840534923,-1.2677505099287485,2.718349191357456,2.830946017963708,3.000440601025724,2.868799400662504,2.5545032390740445
mauro-vigorito,53.0,224,3,29,NULL,-,150000.0,01/07/2023,-0.6693112965057764,1.0,NULL,NULL,-1.8043653429792967,-2.8708911251439577,-2.1655960515533006,-1.5672209854376629,-2.473111256138856,-2.294247849949166,-1.5957095273155304,-2.4673369385610906,-2.131186592554477,-1.860801012366892,-2.4285985544465056,-2.1022666032311985,-1.917090740965841,-1.845586801538559,-0.9524646737459156,-1.420216802007103,-2.2885057919710867,-1.6310305957806157,-1.7684669496312295,-2.195966988583745,-1.2172096132591783,-1.878144646325071,-1.734016970786088,-1.291795579605551,2.328438414364326,-2.7947493461802457,-2.233644436832884,-1.450707363975228,-1.5002548548237191,-1.8524383440202496,-1.7809174879515397,2.187522150344887,2.280331529171517,2.1819302708437527,2.328438414364326,2.223945059746375
